Videos,Shot_Boundary,Duration,Entropy,Average_Intensities,Average_Intensities_30,Average_Intensities_60,Optical_Flow,Funny,Average_Memorability,Topics,Average_Hue,Exciting,Median_Hue,Sentiments,Entropy,Optical_Flow,Exciting,Funny,Average_Memorability,Language,Topics,Average_Hue,Median_Hue,Sentiments,BPM,A,B,C,D,E,F,G,Major/Minor,Sharp/Flat,Effectiveness,,,
Lvd5gy1Xqps,27,83,0.910053429,0.368178736,0.373829527,0.376068792,1129576.035,0.6,0.724873365,8,"[0.33330691281889097, 0.4854067177946444, 0.4905853362850515]",0.6,"[0.33991935483870966, 0.5104601518026565, 0.5155123339658444]",4,0.910053429,1129576.035,0.6,0.6,0.724873365,1,8,"[0.33330691281889097, 0.4854067177946444, 0.4905853362850515]","[0.33991935483870966, 0.5104601518026565, 0.5155123339658444]",4,90,0,0,1,0,0,0,0,0,1,5,,,
lW_9SYaWAQg,3,60,0.286396957,0.115061904,0.18227179,0.1759717,269982.7688,0.2,0.72365621,10,"[0.0, 0.0, 0.0]",0.8,"[0.0, 0.0, 0.0]",30,0.286396957,269982.7688,0.8,0.2,0.72365621,1,10,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",30,144,0,0,0,1,0,0,0,0,0,4,,,
LwabxgoSGZY,15,33,0.994030211,0.154366697,0.205533874,0.145821873,749791.3835,0.8,0.724290941,8,"[0.1482135927287582, 0.14725801674836606, 0.1455958946078432]",0.6,"[0.08017156862745099, 0.07946078431372548, 0.08183823529411764]",14,0.994030211,749791.3835,0.6,0.8,0.724290941,1,8,"[0.1482135927287582, 0.14725801674836606, 0.1455958946078432]","[0.08017156862745099, 0.07946078431372548, 0.08183823529411764]",14,111,0,1,0,0,0,0,0,0,0,5,,,
LxK743gc0PI,12,30,0.970950594,0.512853546,0.397525366,0.422990426,1343881.51,0.2,0.724896844,18,"[0.8318253812636164, 0.8322995098039213, 0.832300980392157]",0.4,"[0.8814640522875817, 0.8816993464052288, 0.8832418300653595]",21,0.970950594,1343881.51,0.4,0.2,0.724896844,1,18,"[0.8318253812636164, 0.8322995098039213, 0.832300980392157]","[0.8814640522875817, 0.8816993464052288, 0.8832418300653595]",21,74,1,0,0,0,0,0,0,1,0,3,,,
lxlmA8Pr_iY,13,41,0.901170196,0.028818603,0.050162146,0.05369531,1004719.589,0.2,0.722609758,12,"[0.0, 0.0, 0.0]",0.4,"[0.0, 0.0, 0.0]",8,0.901170196,1004719.589,0.4,0.2,0.722609758,1,12,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8,117,0,0,1,0,0,0,0,0,0,3,,,
lYKgRdBJ-vw,27,110,0.803993938,0.501419423,0.359261766,0.435680288,1003288.059,0.6,0.725366958,25,"[0.6440453446904736, 0.6425183124580621, 0.6405740078033747]",0.4,"[0.6681801237605308, 0.6680459255945724, 0.667911727428614]",19,0.803993938,1003288.059,0.4,0.6,0.725366958,1,25,"[0.6440453446904736, 0.6425183124580621, 0.6405740078033747]","[0.6681801237605308, 0.6680459255945724, 0.667911727428614]",19,162,1,0,0,0,0,0,0,0,0,1,,,
lyknI5_Wcqs,23,60,0.96036227,0.044774937,0.085389856,0.076606407,1207194.188,0.2,0.722617597,9,"[0.0, 0.0, 0.0]",0.6,"[0.0, 0.0, 0.0]",21,0.96036227,1207194.188,0.6,0.2,0.722617597,1,9,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",21,172,1,0,0,0,0,0,0,1,0,5,,,
m064aD_kH40,15,30,1,0.6041989,0.641529711,0.609933738,1412744.74,0.6,0.726640049,24,"[0.41527364742193174, 0.4747425108932463, 0.466983660130719]",0.8,"[0.44278867102396513, 0.506557734204793, 0.5076906318082789]",12,1,1412744.74,0.8,0.6,0.726640049,1,24,"[0.41527364742193174, 0.4747425108932463, 0.466983660130719]","[0.44278867102396513, 0.506557734204793, 0.5076906318082789]",12,112,0,0,0,1,0,0,0,0,0,3,,,
M0LfLk9lLEg,9,29,0.893571102,0.359073651,0.479575969,0.439559656,1122898.375,1,0.725202166,21,"[0.4045835233318134, 0.40392228112175105, 0.40427947826417376]",0.8,"[0.38246694026447786, 0.38169174646602827, 0.38292293661650706]",6,0.893571102,1122898.375,0.8,1,0.725202166,0,21,"[0.4045835233318134, 0.40392228112175105, 0.40427947826417376]","[0.38246694026447786, 0.38169174646602827, 0.38292293661650706]",6,116,0,0,0,1,0,0,0,0,0,3,,,
M0mXUC0cUPg,7,30,0.783776947,0.141236369,0.233671688,0.218145194,439770.3846,0.8,0.723697171,9,"[0.011269511093911255, 0.011269511093911255, 0.011269672342621264]",0.8,"[0.011764705882352941, 0.011764705882352941, 0.011764705882352941]",6,0.783776947,439770.3846,0.8,0.8,0.723697171,1,9,"[0.011269511093911255, 0.011269511093911255, 0.011269672342621264]","[0.011764705882352941, 0.011764705882352941, 0.011764705882352941]",6,90,1,0,0,0,0,0,0,1,0,2,,,
m0vQOnHW0Kc,12,31,0.962900415,0.47630904,0.300072629,0.376104377,895036.5191,0.6,0.725003541,31,"[0.5847593137254901, 0.5817056100217866, 0.5784272331154684]",0.2,"[0.6127058823529412, 0.6068235294117648, 0.6011241830065359]",6,0.962900415,895036.5191,0.2,0.6,0.725003541,1,31,"[0.5847593137254901, 0.5817056100217866, 0.5784272331154684]","[0.6127058823529412, 0.6068235294117648, 0.6011241830065359]",6,95,0,0,0,0,0,1,0,1,0,3,,,
M2IpET_ydUg,31,60,0.999198354,0.583118684,0.609514267,0.610046515,872584.5694,0.4,0.725297054,19,"[0.4984733660130715, 0.4940400599128541, 0.4943708333333331]",0.8,"[0.4932418300653595, 0.4895424836601307, 0.4915424836601307]",10,0.999198354,872584.5694,0.8,0.4,0.725297054,1,19,"[0.4984733660130715, 0.4940400599128541, 0.4943708333333331]","[0.4932418300653595, 0.4895424836601307, 0.4915424836601307]",10,122,0,0,0,1,0,0,0,0,0,3,,,
M4dTKckmLwE,5,30,0.650022422,0.419321434,0.489029349,0.458360525,1101733.816,1,0.724910027,26,"[0.060402732389252, 0.18672517247639792, 0.22149432643427755]",0.6,"[0.048387799564270154, 0.1528322440087146, 0.21721132897603485]",6,0.650022422,1101733.816,0.6,1,0.724910027,1,26,"[0.060402732389252, 0.18672517247639792, 0.22149432643427755]","[0.048387799564270154, 0.1528322440087146, 0.21721132897603485]",6,90,0,0,0,1,0,0,0,1,1,5,,,
m4ZEEaPyeG0,35,60,0.979868757,0.749781022,0.726122686,0.745746296,2036503.298,0.4,0.726061104,21,"[0.7324051785518674, 0.7325241446671779, 0.733498648994048]",0.8,"[0.7634242523825173, 0.7641253149304414, 0.7663270894950158]",5,0.979868757,2036503.298,0.8,0.4,0.726061104,1,21,"[0.7324051785518674, 0.7325241446671779, 0.733498648994048]","[0.7634242523825173, 0.7641253149304414, 0.7663270894950158]",5,129,0,0,0,0,0,1,0,1,0,5,,,
m58Bp6PfXss,14,61,0.777152994,0.452278682,0.365252943,0.440053297,770450.9409,1,0.725333823,2,"[0.5130877013114614, 0.5130259195181339, 0.512871171344355]",0.6,"[0.5484813533256441, 0.5484172754068948, 0.5482122260668973]",6,0.777152994,770450.9409,0.6,1,0.725333823,1,2,"[0.5130877013114614, 0.5130259195181339, 0.512871171344355]","[0.5484813533256441, 0.5484172754068948, 0.5482122260668973]",6,123,0,0,0,0,0,1,0,1,0,3,,,
M5A2a56ALMc,13,30,0.987137774,0.468885429,0.46139484,0.460411384,1340195.222,0.2,0.724743219,20,"[0.57716213916122, 0.5766766521423384, 0.5760211850944083]",0.4,"[0.6009803921568627, 0.6004084967320261, 0.6003540305010893]",10,0.987137774,1340195.222,0.4,0.2,0.724743219,1,20,"[0.57716213916122, 0.5766766521423384, 0.5760211850944083]","[0.6009803921568627, 0.6004084967320261, 0.6003540305010893]",10,72,0,0,0,0,0,0,1,1,0,5,,,
M7-KYW_FgqM,19,31,0.962900415,0.176934774,0.20649838,0.213339927,1252676.14,1,0.72414973,2,"[0.0, 0.0, 0.0]",0.2,"[0.0, 0.0, 0.0]",6,0.962900415,1252676.14,0.2,1,0.72414973,1,2,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",6,83,1,0,0,0,0,0,0,1,1,2,,,
M7cUYVviK50,16,30,0.996791632,0.269734718,0.253059851,0.274614243,912254.1397,1,0.723561343,12,"[0.27360067175018166, 0.27634817538126355, 0.2769333696441539]",0.6,"[0.2440958605664488, 0.24289760348583878, 0.24065359477124182]",6,0.996791632,912254.1397,0.6,1,0.723561343,1,12,"[0.27360067175018166, 0.27634817538126355, 0.2769333696441539]","[0.2440958605664488, 0.24289760348583878, 0.24065359477124182]",6,90,0,0,0,0,0,1,0,0,0,3,,,
m8Ihwi_w_xQ,15,30,1,0.417559312,0.415564287,0.382792881,1272361.183,0.4,0.724998907,12,"[0.4756627073906488, 0.4764443726208432, 0.4670334608202255]",0.4,"[0.4524455936220642, 0.46483516483516485, 0.4583710407239819]",4,1,1272361.183,0.4,0.4,0.724998907,1,12,"[0.4756627073906488, 0.4764443726208432, 0.4670334608202255]","[0.4524455936220642, 0.46483516483516485, 0.4583710407239819]",4,123,0,0,0,1,0,0,0,0,0,3,,,
m97UWd2QuAI,66,92,0.858981037,0.159558998,0.303621487,0.252722396,1287114.12,0.2,0.724945772,21,"[0.11645817111441452, 0.1224542100233595, 0.12772041126920078]",1,"[0.09491045515679196, 0.10084943724782332, 0.10619381326537836]",1,0.858981037,1287114.12,1,0.2,0.724945772,1,21,"[0.11645817111441452, 0.1224542100233595, 0.12772041126920078]","[0.09491045515679196, 0.10084943724782332, 0.10619381326537836]",1,91,1,0,0,0,0,0,0,1,1,4,,,
mcP_f1UEQVo,10,30,0.918295834,0.398731053,0.453705648,0.420107441,1123070.562,0.2,0.72510658,33,"[0.4164596949891067, 0.4158240740740741, 0.41661088416848224]",0.4,"[0.42328976034858384, 0.4235729847494553, 0.4215904139433551]",3,0.918295834,1123070.562,0.4,0.2,0.72510658,1,33,"[0.4164596949891067, 0.4158240740740741, 0.41661088416848224]","[0.42328976034858384, 0.4235729847494553, 0.4215904139433551]",3,84,0,0,0,0,0,1,0,1,0,5,,,
mcpgGmo8_4o,39,100,0.964799549,0.26256512,0.318105328,0.330208428,649496.1761,0.4,0.724362983,19,"[0.0, 0.0, 0.0]",0.8,"[0.0, 0.0, 0.0]",9,0.964799549,649496.1761,0.8,0.4,0.724362983,0,19,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9,147,0,0,0,1,0,0,0,1,0,3,,,
mCVaLGPHqOI,27,30,0.468995594,0.420532565,0.482225243,0.548266435,722758.0369,0.4,0.725633987,8,"[0.0, 0.0, 0.0]",1,"[0.0, 0.0, 0.0]",30,0.468995594,722758.0369,1,0.4,0.725633987,-1,8,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",30,151,1,0,0,0,0,0,0,0,0,3,,,
MeF134YMoS0,1,30,0.2108423,0.323115481,0.555668727,0.445733157,192963.4874,0.2,0.724234144,8,"[0.3484691017610748, 0.34915032679738567, 0.35061024872912133]",0.4,"[0.3184912854030501, 0.31865468409586056, 0.31914488017429193]",14,0.2108423,192963.4874,0.4,0.2,0.724234144,1,8,"[0.3484691017610748, 0.34915032679738567, 0.35061024872912133]","[0.3184912854030501, 0.31865468409586056, 0.31914488017429193]",14,71,0,0,0,0,0,0,1,1,1,5,,,
mfrZmzP2ZTU,72,106,0.905200297,0.608393625,0.584483133,0.59980792,1689066.837,0.4,0.725152287,19,"[0.6566194284731438, 0.6567473370927321, 0.6567387832325915]",0.8,"[0.6764484741264927, 0.6784608580274215, 0.6802889576883385]",1,0.905200297,1689066.837,0.8,0.4,0.725152287,1,19,"[0.6566194284731438, 0.6567473370927321, 0.6567387832325915]","[0.6764484741264927, 0.6784608580274215, 0.6802889576883385]",1,95,1,0,0,0,0,0,0,0,0,1,,,
MfzNEmqeIWo,14,29,0.999142104,0.472498043,0.569528795,0.579031936,1072925.393,1,0.725373515,5,"[0.0017497665732959845, 0.0006968954248366018, 0.0007017973856209151]",0.6,"[0.0, 0.0, 0.0]",6,0.999142104,1072925.393,0.6,1,0.725373515,0,5,"[0.0017497665732959845, 0.0006968954248366018, 0.0007017973856209151]","[0.0, 0.0, 0.0]",6,143,1,0,0,0,0,0,0,1,1,3,,,
mGs4CjeJiJQ,3,30,0.468995594,0.281667802,0.321679811,0.288557489,645938.623,0.2,0.72365965,17,"[0.18272908496732027, 0.18142336601307188, 0.18329199346405228]",0.6,"[0.11281045751633986, 0.11435294117647059, 0.11809150326797385]",14,0.468995594,645938.623,0.6,0.2,0.72365965,1,17,"[0.18272908496732027, 0.18142336601307188, 0.18329199346405228]","[0.11281045751633986, 0.11435294117647059, 0.11809150326797385]",14,80,0,0,0,1,0,0,0,0,0,5,,,
mh6vHoyBs58,27,61,0.990479974,0.107517261,0.159455508,0.134396131,880708.8625,0.4,0.723389078,8,"[0.0801288215650559, 0.07963621468623876, 0.07902391603271548]",1,"[0.05631629701060752, 0.055909139612129004, 0.05493410478945677]",25,0.990479974,880708.8625,1,0.4,0.723389078,1,8,"[0.0801288215650559, 0.07963621468623876, 0.07902391603271548]","[0.05631629701060752, 0.055909139612129004, 0.05493410478945677]",25,156,0,0,1,0,0,0,0,0,0,5,,,
miC1VZ9UVCQ,46,60,0.783776947,0.371692772,0.422185056,0.402769877,1303066.151,1,0.725077748,9,"[0.01213688866351138, 0.014896579896326341, 0.29042540004507567]",0.8,"[0.005138607167004733, 0.0069235970250169036, 0.29031778228532795]",6,0.783776947,1303066.151,0.8,1,0.725077748,1,9,"[0.01213688866351138, 0.014896579896326341, 0.29042540004507567]","[0.005138607167004733, 0.0069235970250169036, 0.29031778228532795]",6,101,1,0,0,0,0,0,0,1,0,5,,,
MixNh9L7G5M,16,32,1,0.185911154,0.181613659,0.19614919,889088.5973,1,0.723706123,2,"[0.26243894048847616, 0.2616177330581355, 0.26134520123839006]",0.8,"[0.2539938080495356, 0.25659442724458204, 0.25669762641898863]",6,1,889088.5973,0.8,1,0.723706123,1,2,"[0.26243894048847616, 0.2616177330581355, 0.26134520123839006]","[0.2539938080495356, 0.25659442724458204, 0.25669762641898863]",6,112,0,0,0,1,0,0,0,1,1,5,,,
mkLjjgxy7hQ,17,30,0.987137774,0.363103147,0.255325468,0.330448487,843237.3412,0.8,0.724732395,11,"[0.464986066344346, 0.478361256603098, 0.487695239054526]",0.8,"[0.4326618318560301, 0.46492076282567824, 0.4870265914585012]",21,0.987137774,843237.3412,0.8,0.8,0.724732395,1,11,"[0.464986066344346, 0.478361256603098, 0.487695239054526]","[0.4326618318560301, 0.46492076282567824, 0.4870265914585012]",21,95,0,0,1,0,0,0,0,1,1,5,,,
MkpUGyWQlV0,48,82,0.978869851,0.652361659,0.677253833,0.680567279,1581666.233,0.4,0.724930357,21,"[0.6931744030945708, 0.6945016506602641, 0.6962464652527681]",0.6,"[0.6959103641456582, 0.6971028411364546, 0.6992236894757903]",1,0.978869851,1581666.233,0.6,0.4,0.724930357,-1,21,"[0.6931744030945708, 0.6945016506602641, 0.6962464652527681]","[0.6959103641456582, 0.6971028411364546, 0.6992236894757903]",1,111,0,0,0,1,0,0,0,0,0,5,,,
Mkq_1O2iNHg,27,60,0.992774454,0.256796377,0.372358264,0.361837472,430755.2667,0.6,0.724670681,7,"[0.0, 0.0, 0.0]",0.8,"[0.0, 0.0, 0.0]",9,0.992774454,430755.2667,0.8,0.6,0.724670681,0,7,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9,129,0,0,0,1,0,0,0,0,0,3,,,
ML160wA9mME,11,31,0.938315352,0.108767262,0.096235862,0.116176943,1337126.139,0.6,0.72306776,8,"[0.08300310457516336, 0.0869497276688453, 0.08824221132897606]",0.6,"[0.057751633986928105, 0.05871895424836601, 0.05830065359477125]",6,0.938315352,1337126.139,0.6,0.6,0.72306776,0,8,"[0.08300310457516336, 0.0869497276688453, 0.08824221132897606]","[0.057751633986928105, 0.05871895424836601, 0.05830065359477125]",6,152,0,0,0,0,0,0,1,0,0,1,,,
Ml54UuAoLSo,47,62,0.798244134,0.308887537,0.320685065,0.325784271,1720172.701,0.8,0.724579344,9,"[0.349467885028732, 0.34925516515330973, 0.3479345966574549]",0.8,"[0.30855375707329913, 0.3065271746282406, 0.30584287406237665]",25,0.798244134,1720172.701,0.8,0.8,0.724579344,1,9,"[0.349467885028732, 0.34925516515330973, 0.3479345966574549]","[0.30855375707329913, 0.3065271746282406, 0.30584287406237665]",25,138,0,0,0,0,1,0,0,1,0,5,,,
MOBdTP9ZB-I,11,30,0.948078244,0.297439249,0.40437813,0.347757514,788430.8026,1,0.724685222,8,"[0.003832204230006609, 0.0018529687155761179, 0.002115278695747962]",0.6,"[0.001476096056400088, 0.0, 0.0]",6,0.948078244,788430.8026,0.6,1,0.724685222,1,8,"[0.003832204230006609, 0.0018529687155761179, 0.002115278695747962]","[0.001476096056400088, 0.0, 0.0]",6,90,0,0,1,0,0,0,0,0,1,5,,,
moPBR6os8Z0,35,63,0.99107606,0.215087555,0.461894972,0.355803511,1322536.652,0.4,0.724380147,19,"[0.0011358359133126937, 0.0011358359133126937, 0.0011358359133126937]",1,"[0.0011351909184726522, 0.0011351909184726522, 0.0011351909184726522]",1,0.99107606,1322536.652,1,0.4,0.724380147,1,19,"[0.0011358359133126937, 0.0011358359133126937, 0.0011358359133126937]","[0.0011351909184726522, 0.0011351909184726522, 0.0011351909184726522]",1,94,1,0,0,0,0,0,0,0,0,5,,,
moWeryJjRNM,26,65,0.970950594,0.300598343,0.299459348,0.296685082,1376558.978,0.8,0.724523864,16,"[0.0031748466257668713, 0.002908571915473757, 0.00290969966718794]",1,"[0.00103452423914351, 0.0009623481294358234, 0.0012390232166486228]",6,0.970950594,1376558.978,1,0.8,0.724523864,1,16,"[0.0031748466257668713, 0.002908571915473757, 0.00290969966718794]","[0.00103452423914351, 0.0009623481294358234, 0.0012390232166486228]",6,120,0,0,0,1,0,0,0,1,1,5,,,
MP-p9i85sNc,17,62,0.847417961,0.114780215,0.154678781,0.141254205,929362.6185,0.8,0.723239438,19,"[0.0571931582317612, 0.05853714008125772, 0.060041539701466105]",0.2,"[0.027278749337572867, 0.027225755166931636, 0.02655007949125596]",6,0.847417961,929362.6185,0.2,0.8,0.723239438,1,19,"[0.0571931582317612, 0.05853714008125772, 0.060041539701466105]","[0.027278749337572867, 0.027225755166931636, 0.02655007949125596]",6,108,0,0,1,0,0,0,0,1,0,5,,,
mP-Pb4L_hBc,1,30,0.2108423,0.364626927,0.757114063,0.515158557,401970.1305,0.2,0.725382463,8,"[0.2574449664124909, 0.25986026007625274, 0.26328822848583877]",0.4,"[0.24474400871459695, 0.2485566448801743, 0.25226034858387797]",8,0.2108423,401970.1305,0.4,0.2,0.725382463,1,8,"[0.2574449664124909, 0.25986026007625274, 0.26328822848583877]","[0.24474400871459695, 0.2485566448801743, 0.25226034858387797]",8,92,0,0,0,0,0,0,1,1,1,3,,,
MpTe49ha0lU,55,87,0.948980459,0.402511358,0.393291103,0.398241305,1290600.668,0.2,0.725242588,19,"[0.36870294506691553, 0.36979374805477727, 0.3717282524120759]",1,"[0.3509337068160598, 0.3519607843137255, 0.3526050420168067]",1,0.948980459,1290600.668,1,0.2,0.725242588,1,19,"[0.36870294506691553, 0.36979374805477727, 0.3717282524120759]","[0.3509337068160598, 0.3519607843137255, 0.3526050420168067]",1,114,0,0,0,1,0,0,0,1,1,4,,,
mQDit9-z1Xw,34,61,0.990479974,0.366925318,0.42805566,0.429086342,1319047.249,0.6,0.725191512,1,"[0.3344397439341033, 0.33372056585191145, 0.33164822835526914]",0.4,"[0.30325006715014774, 0.3023502551705614, 0.30116841257050764]",14,0.990479974,1319047.249,0.4,0.6,0.725191512,1,1,"[0.3344397439341033, 0.33372056585191145, 0.33164822835526914]","[0.30325006715014774, 0.3023502551705614, 0.30116841257050764]",14,150,1,0,0,0,0,0,0,0,0,3,,,
MQfikxbS4zE,10,54,0.691289869,0.158109571,0.361776184,0.271687838,1076561.122,0.4,0.724000476,8,"[0.02569747684349814, 0.02797804142106741, 0.031820416817033556]",0.6,"[0.00947912907494286, 0.009695657404065921, 0.009695657404065921]",9,0.691289869,1076561.122,0.6,0.4,0.724000476,1,8,"[0.02569747684349814, 0.02797804142106741, 0.031820416817033556]","[0.00947912907494286, 0.009695657404065921, 0.009695657404065921]",9,104,0,0,0,0,1,0,0,1,0,2,,,
mqqFdXMySk4,25,87,0.865281703,0.154459464,0.237133429,0.209267654,587280.7839,0.4,0.723688403,10,"[0.01783995172992744, 0.018052576152785278, 0.01831613149847096]",1,"[0.01214247166756611, 0.012160460514481022, 0.012277388019427954]",1,0.865281703,587280.7839,1,0.4,0.723688403,1,10,"[0.01783995172992744, 0.018052576152785278, 0.01831613149847096]","[0.01214247166756611, 0.012160460514481022, 0.012277388019427954]",1,126,0,0,0,0,0,1,0,0,0,3,,,
mqtY88BUi0M,17,30,0.987137774,0.28232498,0.239099686,0.234696149,1858860.108,0.6,0.724195358,34,"[0.5048282967032969, 0.5039810026574731, 0.5048871022768081]",0.4,"[0.5364576599870717, 0.5354018530489119, 0.5380736910148675]",30,0.987137774,1858860.108,0.4,0.6,0.724195358,1,34,"[0.5048282967032969, 0.5039810026574731, 0.5048871022768081]","[0.5364576599870717, 0.5354018530489119, 0.5380736910148675]",30,81,1,0,0,0,0,0,0,0,0,2,,,
mrX3Ql31URA,23,60,0.96036227,0.174705155,0.215985089,0.198451505,1054800.544,0.2,0.723535519,37,"[0.29770827659767607, 0.297181627859477, 0.29824159177559917]",0.4,"[0.25891884531590414, 0.2641339869281046, 0.26827342047930286]",4,0.96036227,1054800.544,0.4,0.2,0.723535519,1,37,"[0.29770827659767607, 0.297181627859477, 0.29824159177559917]","[0.25891884531590414, 0.2641339869281046, 0.26827342047930286]",4,143,1,0,0,0,0,0,0,0,0,5,,,
msMehuZo3x8,1,60,0.122291597,0.092083425,0.224905782,0.170753175,856521.695,0,0.723265415,21,"[0.0, 0.0, 0.0]",0.4,"[0.0, 0.0, 0.0]",2,0.122291597,856521.695,0.4,0,0.723265415,1,21,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",2,90,1,0,0,0,0,0,0,0,0,3,,,
mSzGpC5Xihc,70,61,0,0.089275622,0.148737765,0.101879065,2547436.687,0.2,0.722953287,19,"[0.010599912972435347, 0.016364245879511224, 0.01723210162688262]",1,"[0.0040494458653026425, 0.007864450127877239, 0.00829070758738278]",18,0,2547436.687,1,0.2,0.722953287,1,19,"[0.010599912972435347, 0.016364245879511224, 0.01723210162688262]","[0.0040494458653026425, 0.007864450127877239, 0.00829070758738278]",18,136,0,0,0,0,1,0,0,0,0,5,,,
MTgeUVOxl8E,21,30,0.881290899,0.36626906,0.390652201,0.357402385,1788909.63,0,0.724094454,17,"[0.3425307280319536, 0.3420069898329702, 0.3413749092229484]",0.6,"[0.3490631808278867, 0.3480392156862745, 0.3472984749455338]",19,0.881290899,1788909.63,0.6,0,0.724094454,1,17,"[0.3425307280319536, 0.3420069898329702, 0.3413749092229484]","[0.3490631808278867, 0.3480392156862745, 0.3472984749455338]",19,144,0,0,0,1,0,0,0,1,0,3,,,
MTx9-ohAeWo,32,96,0.918295834,0.352508458,0.496013373,0.415765502,1357035.627,0.2,0.724365805,21,"[0.39706572132890067, 0.3983465635389101, 0.4001781413257345]",1,"[0.4416039079991858, 0.44101363728882553, 0.44061333876111]",1,0.918295834,1357035.627,1,0.2,0.724365805,1,21,"[0.39706572132890067, 0.3983465635389101, 0.4001781413257345]","[0.4416039079991858, 0.44101363728882553, 0.44061333876111]",1,162,0,0,0,0,0,1,0,1,0,4,,,
mucuLrWHGqc,36,30,0,0.434077271,0.547055679,0.477140353,1614326.669,0.4,0.725662291,3,"[0.23443436523159994, 0.42282910628019343, 0.4241242629298094]",0.6,"[0.13785166240409208, 0.41965046888320545, 0.4109761295822677]",6,0,1614326.669,0.6,0.4,0.725662291,1,3,"[0.23443436523159994, 0.42282910628019343, 0.4241242629298094]","[0.13785166240409208, 0.41965046888320545, 0.4109761295822677]",6,114,0,0,0,0,1,0,0,0,0,3,,,
mulAi7cno2Y,69,90,0.783776947,0.134749524,0.238388748,0.218372828,1190912.524,0.8,0.723902726,27,"[0.10994868485742383, 0.10836012059691132, 0.107932391983342]",0.8,"[0.07365955231650183, 0.0719850772167274, 0.07086586847128232]",6,0.783776947,1190912.524,0.8,0.8,0.723902726,1,27,"[0.10994868485742383, 0.10836012059691132, 0.107932391983342]","[0.07365955231650183, 0.0719850772167274, 0.07086586847128232]",6,118,0,0,0,0,0,1,0,0,0,2,,,
